id,grade,grade_suffix,coating,finish,surface_type,surface_protection,form,thickness_min,thickness_max,width_min,width_max,length_min,height_min,height_max,weight_min,weight_max,inner_diameter_min,inner_diameter_max,outer_diameter_min,outer_diameter_max,yield_strength_min,yield_strength_max,tensile_strength_min,tensile_strength_max,grade_norm,Grade/Material,UNS_No,Steel_No,Standards,Carbon (C),Manganese (Mn),Silicon (Si),Sulfur (S),Phosphorus (P),Chromium (Cr),Nickel (Ni),Molybdenum (Mo),Vanadium (V),Tungsten (W),Cobalt (Co),Copper (Cu),Aluminum (Al),Titanium (Ti),Niobium (Nb),Boron (B),Nitrogen (N),Tensile strength (Rm),Yield strength (Re or Rp0.2),Elongation (A%),Reduction of area (Z%),"Hardness (HB, HV, HRC)",Impact toughness (Charpy V-notch),Fatigue limit,Creep resistance,Source_Pages,Application,Category,Nb + V + Ti (Others),Coating,Carbon (C)_min,Carbon (C)_max,Carbon (C)_mid,Manganese (Mn)_min,Manganese (Mn)_max,Manganese (Mn)_mid,Silicon (Si)_min,Silicon (Si)_max,Silicon (Si)_mid,Sulfur (S)_min,Sulfur (S)_max,Sulfur (S)_mid,Phosphorus (P)_min,Phosphorus (P)_max,Phosphorus (P)_mid,Tensile strength (Rm)_min,Tensile strength (Rm)_max,Tensile strength (Rm)_mid,Yield strength (Re or Rp0.2)_min,Yield strength (Re or Rp0.2)_max,Yield strength (Re or Rp0.2)_mid,missing_ref,cluster,pca1,pca2
52cf9a32-613e-48fb-bcaa-c1c887d54d13,DX53,,AS080,,,,,0.9,0.9,,,,,,60000.0,60000.0,,,,,,,,,dx53,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.7782491607672142,0.5881788126104708
b6a8a28e-b744-4e4f-a040-be65cfec1ef5,S320GD,,Z275,Hot-dip Galvanized (+Z/+GI),"Minimized spangle, conventional surface (MA)",Chemically passivated (C),Coils,3.0,3.0,,,,,,,,,,,,,,,,s320gd,S320GD,,,EN 10346:2015,≤0.20,≤1.20,,≤0.045,≤0.100,,,,,,,,≥0.010,,,,,390-540 MPa,≥320 MPa,≥17%,,,,,,Standard Specifications,Structural galvanized steel,Galvanized Steel,,Hot-dip galvanized,0.2,0.2,0.2,1.2,1.2,1.2,,,,0.045,0.045,0.045,0.1,0.1,0.1,390.0,540.0,465.0,320.0,320.0,320.0,False,2,-0.5516969707932508,2.122135176716401
8d07ce96-32b7-4bbe-9b3d-4d3b03f8de9b,DX51D,,Z275,Hot-dip Galvanized (+Z/+GI),,,Sheets,0.5,0.5,1000.0,1000.0,,,,1000.0,1000.0,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.4089038664404994,2.1495298811866044
7e288b0c-a07c-49ab-aeb3-eafc485554d2,DX51D,,Z275,Hot-dip Galvanized (+Z/+GI),,,Sheets,0.6,0.6,1000.0,1000.0,,,,1000.0,1000.0,,,,,,,,,dx51d,DX51D,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.4089038664404994,2.1495298811866044
4c7232c9-33b7-4531-b478-5c001092cb50,DX51,,Z200,Hot-dip Galvanized (+Z/+GI),,,Coils,0.45,0.45,1250.0,1250.0,,,,8000.0,8000.0,,,7016.0,7016.0,,,,,dx51,DX51,,,EN 10346:2015,≤0.12,≤0.60,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,270-500 MPa,≤350 MPa,≥22%,,,,,,Standard Specifications,Galvanized steel for forming,Galvanized Steel,,Hot-dip galvanized,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.12,0.12,0.12,270.0,500.0,385.0,350.0,350.0,350.0,False,2,-1.4211397965016987,2.1239363568187017
6d30555c-7660-45fc-89fb-cfb94b97f189,HX300LAD,,Z100,Hot-dip Galvanized (+Z/+GI),"Minimized spangle, conventional surface (MA)",Chemically passivated (C),Coils,0.6,0.6,1200.0,,,,,,25000.0,,,,,,,,,hx300lad,HX300LAD,,,Automotive specification,≤0.12,0.60-1.00,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,380-480 MPa,≥300 MPa,≥27%,,,,,,Standard Specifications,Automotive HSLA with improved drawability,HSLA Steel,,,0.12,0.12,0.12,0.6,1.0,0.8,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,380.0,480.0,430.0,300.0,300.0,300.0,False,4,0.07511428070371719,-0.7819622632219164
1af11d15-fd04-4f06-828a-e6ae465168f7,S235JR,,,Hot Rolled,,,Sheets,4.0,4.0,1500.0,1500.0,3000.0,3000.0,,,24000.0,,,,,,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5420965974388959,-0.33089783412647494
386d5c5f-c66c-436a-b015-ec798d1650ac,HC260,,,Cold Rolled,,Lightly Oiled (L),Coils,2.0,2.0,,,,,,18000.0,25000.0,,,,,,,,,hc260,HC260,,,Automotive specification,≤0.10,0.40-0.80,≤0.50,≤0.015,≤0.025,,,,,,,,0.015-0.070,,,,,350-450 MPa,≥260 MPa,≥27%,,,,,,Standard Specifications,Automotive high strength,HSLA Steel,,,0.1,0.1,0.1,0.4,0.8,0.6000000000000001,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,350.0,450.0,400.0,260.0,260.0,260.0,False,4,-0.1335432537791805,-1.2373052775963356
f894a0a6-d08f-4660-9f86-701661e29503,DX53,,AS100,,,,,0.9,0.9,,,,,,60000.0,60000.0,,,,,,,,,dx53,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.7786815454799645,0.5892876892857715
46860da6-7a9d-4aa6-ba75-ab8554d97b6b,DX53,,AS120,,,,,0.9,0.9,,,,,,60000.0,60000.0,,,,,,,,,dx53,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.7811853500881902,0.5935043013747502
e49685ce-7c01-48bd-bc65-3be4a385a11d,DX54,,AS050,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx54,DX54,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.06,0.06,0.06,0.35,0.35,0.35,,,,0.025,0.025,0.025,0.06,0.06,0.06,270.0,350.0,310.0,220.0,220.0,220.0,False,2,-1.9246391408127912,-0.011715928945733894
bf0d7f3e-ee35-45b0-b2b1-639fc9e59269,DX54,,AS060,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx54,DX54,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.06,0.06,0.06,0.35,0.35,0.35,,,,0.025,0.025,0.025,0.06,0.06,0.06,270.0,350.0,310.0,220.0,220.0,220.0,False,2,-1.9237785270609593,-0.0138847312188906
a0ece0e8-8871-43d5-9b80-440dc6dbb5de,DX54,,AS080,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx54,DX54,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.06,0.06,0.06,0.35,0.35,0.35,,,,0.025,0.025,0.025,0.06,0.06,0.06,270.0,350.0,310.0,220.0,220.0,220.0,False,2,-1.9237785270609593,-0.0138847312188906
de751829-82ae-4f1c-92fc-a9dd4d616882,DX54,,AS100,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx54,DX54,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.06,0.06,0.06,0.35,0.35,0.35,,,,0.025,0.025,0.025,0.06,0.06,0.06,270.0,350.0,310.0,220.0,220.0,220.0,False,2,-1.9242109117737105,-0.012775854543590613
560aca16-912a-4b06-a185-74f37e584027,DX54,,AS120,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx54,DX54,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.06,0.06,0.06,0.35,0.35,0.35,,,,0.025,0.025,0.025,0.06,0.06,0.06,270.0,350.0,310.0,220.0,220.0,220.0,False,2,-1.926714716381936,-0.008559242454611383
7d6466a3-3fb5-496e-a8db-9f2483b6edea,DX53,,AS050,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx53,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.7791097745190456,0.590347614883628
e4b7abfe-d035-468a-b317-7709b146205f,DX53,,AS060,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx53,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.7782491607672142,0.5881788126104708
9825748d-d475-43f3-80e8-5fd3154eee52,DX53,,AS080,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx53,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.7782491607672142,0.5881788126104708
3bd63733-b79b-4f0b-a233-b6d10c359ec5,DX53,,AS100,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx53,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.7786815454799645,0.5892876892857715
f25cca62-d041-4ad8-81f6-6202a26512cb,DX53,,AS120,,,,,1.2,1.2,,,,,,10000.0,10000.0,,,,,,,,,dx53,DX53,,,EN 10346:2015,≤0.08,≤0.40,,≤0.030,≤0.080,,,,,,,,≥0.010,,,,,270-380 MPa,≤260 MPa,≥30%,,,,,,Standard Specifications,Galvanized steel for extra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.08,0.08,0.08,270.0,380.0,325.0,260.0,260.0,260.0,False,2,-1.7811853500881902,0.5935043013747502
4273fd28-5992-43a0-bd98-66cf6b650f54,S350GD,,ZM310,,,,,,,,,,,,,,,,,,,,,,s350gd,S350GD,,,EN 10346:2015,≤0.25,≤1.50,,≤0.045,≤0.120,,,,,,,,≥0.010,,,,,420-580 MPa,≥350 MPa,≥16%,,,,,,Standard Specifications,High strength galvanized steel,Galvanized Steel,,Hot-dip galvanized,0.25,0.25,0.25,1.5,1.5,1.5,,,,0.045,0.045,0.045,0.12,0.12,0.12,420.0,580.0,500.0,350.0,350.0,350.0,False,2,0.078315327756008,2.4200953476709928
05c71356-48ba-4b48-a217-678ba62ca4b0,DX54D,,Z100,Hot-dip Galvanized (+Z/+GI),,,Coils,1.8,1.8,,,,,,18000.0,25000.0,,,,,,,,,dx54d,DX54D,,,EN 10346:2015,≤0.06,≤0.35,,≤0.025,≤0.060,,,,,,,,≥0.010,,,,,270-350 MPa,≤220 MPa,≥36%,,,,,,Standard Specifications,Galvanized ultra deep drawing,Galvanized Steel,,Hot-dip galvanized,0.06,0.06,0.06,0.35,0.35,0.35,,,,0.025,0.025,0.025,0.06,0.06,0.06,270.0,350.0,310.0,220.0,220.0,220.0,False,2,-2.014362840767271,0.168170075513201
837f9a69-1103-451f-b24d-e971d7135417,S420MC,,,Oiled,,,Plates,5.5,5.7,600.0,1550.0,,,,,,,,,,,,,,s420mc,S420MC,,,EN 10149-2:2013,≤0.12,≤1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥19%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.6,1.6,1.6,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,1.5931512756799204,-0.8471020343879264
5a5e08da-bed0-44f8-bf8b-e0a7c3adff45,S550MC,,,Oiled,,,Sheets,4.0,4.08,600.0,1550.0,,,,,,,,,,,,,,s550mc,S550MC,,,EN 10149-2:2013,≤0.12,≤1.80,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,600-760 MPa,≥550 MPa,≥15%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.8,1.8,1.8,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,600.0,760.0,680.0,550.0,550.0,550.0,False,1,2.321671073821195,-0.5533057641720358
2c6d632d-9a47-4dae-9bc1-6e41b40eca3f,S600MC,,,Oiled,,,Sheets,4.0,4.08,600.0,1550.0,,,,,,,,,,,,,,s600mc,S600MC,,,EN 10149-2:2013,≤0.12,≤1.90,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,650-820 MPa,≥600 MPa,≥13%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.9,1.9,1.9,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,650.0,820.0,735.0,600.0,600.0,600.0,False,1,2.6445121043226547,-0.4351526519805086
28b82b56-298a-4050-ad03-47dab37e4d2e,DD13,,,Oiled,,,Sheets,1.5,1.5,600.0,1550.0,,,,,,,,,,,,,,dd13,DD13,,,EN 10111:2008,≤0.08,≤0.40,,≤0.030,≤0.030,,,,,,,,,,,,,270-350 MPa,≤280 MPa,≥38%,,,,,,Standard Specifications,Deep drawing quality,Cold Rolled Steel,,,0.08,0.08,0.08,0.4,0.4,0.4,,,,0.03,0.03,0.03,0.03,0.03,0.03,270.0,350.0,310.0,280.0,280.0,280.0,False,2,-1.4301027471078864,-0.404401955897011
341ae37b-3e39-44f4-99f5-566fab316e0c,S500MC,,,Oiled,,,Sheets,3.15,3.35,600.0,1550.0,,,,,,,,,,,,,,s500mc,S500MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,550-700 MPa,≥500 MPa,≥14%,,,,,,Standard Specifications,"Cold forming, automotive",Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.7,1.7,1.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,550.0,700.0,625.0,500.0,500.0,500.0,False,1,1.9988300433197344,-0.6714588763635633
bf42879f-e641-475a-8b19-c5df8f6cee7a,S550MC,,,Oiled,,,Sheets,3.15,3.35,600.0,1550.0,,,,,,,,,,,,,,s550mc,S550MC,,,EN 10149-2:2013,≤0.12,≤1.80,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,600-760 MPa,≥550 MPa,≥15%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.8,1.8,1.8,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,600.0,760.0,680.0,550.0,550.0,550.0,False,1,2.321671073821195,-0.5533057641720358
2564eefa-070f-4e4a-915e-c553a35fa561,S460MC,,,Hot Rolled,,Oiled (O),Coils,3.0,3.0,600.0,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s460mc,S460MC,,,EN 10149-2:2013,≤0.12,≤1.70,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,520-670 MPa,≥460 MPa,≥17%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,≤0.22,,0.12,0.12,0.12,1.7,1.7,1.7,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,520.0,670.0,595.0,460.0,460.0,460.0,False,4,1.796318314982947,-0.7332456991249957
9f17335e-306b-48c7-8ee5-53a8d967e6f5,HC420LA,,,Cold Rolled (+CR),,,Coils,1.2,1.2,806.0,,,,,,,,,,,,,,,hc420la,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,0.12,0.12,0.12,0.7,1.6,1.15,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,1.1175863724612176,-0.8148384340274014
69b87316-8ff0-4eab-b9ff-210247784518,HC420LA,,,,,,Coils,1.14,1.26,600.0,,,,,50000.0,50000.0,,,,,,,,,hc420la,HC420LA,,,Automotive specification,≤0.12,0.70-1.60,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,0.015-0.070,≤0.15,≤0.09,,,480-620 MPa,≥420 MPa,≥23%,,,,,,Standard Specifications,Automotive high strength low alloy,HSLA Steel,,,0.12,0.12,0.12,0.7,1.6,1.15,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,480.0,620.0,550.0,420.0,420.0,420.0,False,4,1.1314444927048921,-0.8954067646070172
6a52c8f2-ce2b-4939-b090-8e9a49afe284,S235JR,,,,,Oiled (O),Coils,4.0,4.0,,1520.0,,,,,25000.0,610.0,610.0,,,,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5047046803660714,-0.37798835946188414
4eb62a9e-c3f6-4056-8357-7a05db04937d,S355MC,,,Hot Rolled,,,Sheets,3.0,3.0,2000.0,2000.0,6000.0,6000.0,,30000.0,30000.0,,,,,,,,,s355mc,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.5,1.5,1.5,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,430.0,550.0,490.0,355.0,355.0,355.0,False,4,1.173286014392038,-0.9861105400873499
49fdec6f-4d3b-4bab-b6e5-3dcba739af9c,S235,,,,,,Slabs,3.8,4.0,500.0,,,,,20000.0,20000.0,,,,,,,,,s235,S235,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,,,,Standard Specifications,General structural steel,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5391157338878408,-0.3825624752898836
b895d027-5c42-4455-be0f-a83d981fbb4c,DD11,,,Oiled,,,Sheets,2.5,2.58,600.0,1550.0,,,,,,,,,,,,,,dd11,DD11,,,EN 10111:2008,≤0.12,≤0.60,,≤0.045,≤0.045,,,,,,,,,,,,,270-410 MPa,≤380 MPa,≥28%,,,,,,Standard Specifications,General cold forming,Cold Rolled Steel,,,0.12,0.12,0.12,0.6,0.6,0.6,,,,0.045,0.045,0.045,0.045,0.045,0.045,270.0,410.0,340.0,380.0,380.0,380.0,False,2,-0.921390736992855,0.4828041408454128
a29b9c1d-663c-46ef-8950-d567c4f9771b,DD12,,,Oiled,,,Sheets,2.5,2.58,600.0,1550.0,,,,,,,,,,,,,,dd12,DD12,,,EN 10111:2008,≤0.10,≤0.45,,≤0.035,≤0.035,,,,,,,,,,,,,270-410 MPa,≤280 MPa,≥28%,,,,,,Standard Specifications,Drawing quality steel,Cold Rolled Steel,,,0.1,0.1,0.1,0.45,0.45,0.45,,,,0.035,0.035,0.035,0.035,0.035,0.035,270.0,410.0,340.0,280.0,280.0,280.0,False,2,-1.2980618065776481,-0.12139778352274619
b19e4dcf-a8b8-4c15-a6b0-a3ad1d6a8a19,S235JR,,,Oiled,,,Sheets,2.5,2.58,600.0,1550.0,,,,,,,,,,,,,,s235jr,S235JR,,,EN 10025-2:2019,≤0.17,≤1.40,≤0.40,≤0.035,≤0.035,,,,,,,,,,,,≤0.012,360-510 MPa,≥235 MPa,≥26%,,,27J at 20°C,,,Standard Specifications,General structural steels,Structural Steel,,,0.17,0.17,0.17,1.4,1.4,1.4,0.4,0.4,0.4,0.035,0.035,0.035,0.035,0.035,0.035,360.0,510.0,435.0,235.0,235.0,235.0,False,4,0.5558519642598762,-0.33743023369466574
52999e61-3e95-4863-80c7-885d6135ff13,S355MC,,,Oiled,,,Sheets,2.55,2.65,600.0,1550.0,,,,,,,,,,,,,,s355mc,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.5,1.5,1.5,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,430.0,550.0,490.0,355.0,355.0,355.0,False,4,1.1870413812130187,-0.9926429396555408
204bb059-11ec-450a-91cb-d78a8a5619cc,S355MC,,,,,,Plates,18.0,18.0,1450.0,1450.0,9880.0,10150.0,,300000.0,300000.0,,,,,,,,,s355mc,S355MC,,,EN 10149-2:2013,≤0.12,≤1.50,≤0.50,≤0.015,≤0.025,,,,≤0.20,,,,≥0.015,≤0.15,≤0.09,,,430-550 MPa,≥355 MPa,≥22%,,,,,,Standard Specifications,Cold forming microalloyed steel,Microalloyed Steel,,,0.12,0.12,0.12,1.5,1.5,1.5,0.5,0.5,0.5,0.015,0.015,0.015,0.025,0.025,0.025,430.0,550.0,490.0,355.0,355.0,355.0,False,4,1.1959643066726797,-1.0449128247881314
c6d8975a-3dd1-485c-944a-766e985c72ef,P265GH,,,,,,Flat Bars,6.0,6.0,20.9,20.9,,,,11000.0,11000.0,,,,,,,,,p265gh,P265GH,,,EN 10028-2:2017,≤0.20,0.80-1.40,≤0.40,≤0.010,≤0.025,≤0.30,≤0.30,≤0.08,≤0.02,,,,≥0.020,,≤0.05,,≤0.012,410-570 MPa,≥265 MPa,≥22%,,,≥27J at 20°C,,,Standard Specifications,Pressure vessel steel,Pressure Vessel Steel,,,0.2,0.2,0.2,0.8,1.4,1.1,0.4,0.4,0.4,0.01,0.01,0.01,0.025,0.025,0.025,410.0,570.0,490.0,265.0,265.0,265.0,False,4,0.6990460696699335,-0.9504282354411634
c7f25358-6aab-48b5-b733-40b57f60a82c,P265GH,,,,,,Flat Bars,6.0,6.0,43.2,43.2,,,,1500.0,1500.0,,,,,,,,,p265gh,P265GH,,,EN 10028-2:2017,≤0.20,0.80-1.40,≤0.40,≤0.010,≤0.025,≤0.30,≤0.30,≤0.08,≤0.02,,,,≥0.020,,≤0.05,,≤0.012,410-570 MPa,≥265 MPa,≥22%,,,≥27J at 20°C,,,Standard Specifications,Pressure vessel steel,Pressure Vessel Steel,,,0.2,0.2,0.2,0.8,1.4,1.1,0.4,0.4,0.4,0.01,0.01,0.01,0.025,0.025,0.025,410.0,570.0,490.0,265.0,265.0,265.0,False,4,0.6990460696699335,-0.9504282354411634
